,ResponseId,DevType,Country,Amazon Web Services,Heroku,Netlify,Google Cloud,Fly.io,Cloudflare,Firebase,Vercel,Digital Ocean,Hetzner,VMware,Microsoft Azure,Databricks,Oracle Cloud,PythonAnywhere,Render,Supabase,Managed Hosting,OpenShift,OVH,IBM Cloud,Alibaba Cloud,Vultr,Colocation,Linode/Akamai,Scaleway,OpenStack
36360,36361,Full-Stack Developer,Austria,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
36362,36363,Full-Stack Developer,United States,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
36363,36364,Back-End Developer,Germany,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36364,36365,Front-End Developer,United States,1.0,,1.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
36365,36366,Software Engineer,United States,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
36366,36367,Full-Stack Developer,Ukraine,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,
36367,36368,Full-Stack Developer,Brazil,,,,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
36369,36370,Academic Researcher,India,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,
36370,36371,Full-Stack Developer,India,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36371,36372,Full-Stack Developer,United States,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36372,36373,Back-End Developer,Mexico,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
36373,36374,Academic Researcher,Ethiopia,1.0,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
36375,36376,Software Engineer,Canada,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36378,36379,Full-Stack Developer,United States,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36382,36383,Back-End Developer,United States,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
36384,36385,Back-End Developer,Norway,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
36385,36386,Full-Stack Developer,Georgia,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36387,36388,Full-Stack Developer,United States,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
36389,36390,Cloud Engineer,Canada,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
36390,36391,Mobile App Developer,Turkey,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
36391,36392,Databases Administrator,United States,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
36392,36393,Data Science/ML,France,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
36394,36395,Software Engineer,India,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
36397,36398,Mobile App Developer,Ukraine,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
36399,36400,Project Manager,Russia,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,
36401,36402,Back-End Developer,Canada,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0
36402,36403,Back-End Developer,Ireland,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36403,36404,DevOps Engineer,Poland,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36404,36405,Back-End Developer,Mexico,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
36405,36406,Back-End Developer,Sweden,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36406,36407,Back-End Developer,Germany,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
36407,36408,UI/UX Designer,Bangladesh,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
36409,36410,Full-Stack Developer,United States,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
36410,36411,Professional Researcher,United States,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
36411,36412,Full-Stack Developer,Brazil,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
36412,36413,Software Engineer,Russia,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
36413,36414,Data Engineer,Netherlands,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36415,36416,Academic Researcher,Brazil,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
36417,36418,Academic Researcher,Taiwan,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36420,36421,Back-End Developer,United States,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
36421,36422,Hardware Engineer,Czech Republic,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
36422,36423,Software Engineer,Canada,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,
36424,36425,Others,Ukraine,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
36425,36426,Full-Stack Developer,Germany,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
36426,36427,Software Engineer,Angola,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
36428,36429,Full-Stack Developer,Bosnia & Herzegovina,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36429,36430,Others,Germany,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,
36431,36432,Full-Stack Developer,United States,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,
36432,36433,Full-Stack Developer,Germany,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,
36433,36434,System Administrator,Belgium,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
36434,36435,Data Analyst,Brazil,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
36435,36436,Software Engineer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36436,36437,Back-End Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36439,36440,Full-Stack Developer,Cameroon,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
36440,36441,Back-End Developer,Netherlands,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
36442,36443,Full-Stack Developer,United States,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
36443,36444,Full-Stack Developer,Canada,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
36444,36445,Back-End Developer,Brazil,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
36446,36447,Data Science/ML,United States,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
36447,36448,Back-End Developer,India,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36449,36450,Academic Researcher,France,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,
36450,36451,Back-End Developer,Norway,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36452,36453,Project Manager,Nicaragua,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
36454,36455,Blockchain Developer,Turkey,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,
36456,36457,Front-End Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36457,36458,Full-Stack Developer,Germany,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
36460,36461,Project Manager,United States,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
36461,36462,Full-Stack Developer,United States,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
36462,36463,Full-Stack Developer,United States,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
36463,36464,Full-Stack Developer,Brazil,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36464,36465,Back-End Developer,Czech Republic,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36466,36467,Full-Stack Developer,Germany,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36467,36468,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36468,36469,Data Engineer,United States,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
36469,36470,DevOps Engineer,South Africa,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,
36470,36471,Front-End Developer,Ukraine,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
36471,36472,Full-Stack Developer,United States,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
36473,36474,Back-End Developer,India,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
36474,36475,Back-End Developer,Portugal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36476,36477,QA Engineer,Ukraine,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
36477,36478,ML Engineer,France,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,
36480,36481,Back-End Developer,Greece,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36481,36482,Professional Researcher,United States,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
36483,36484,Full-Stack Developer,Mexico,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
36485,36486,Academic Researcher,India,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36488,36489,Full-Stack Developer,Finland,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
36489,36490,Back-End Developer,Ukraine,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36490,36491,Cloud Engineer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
36491,36492,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36492,36493,QA Engineer,Ukraine,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36495,36496,Project Manager,Germany,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,
36500,36501,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36502,36503,Full-Stack Developer,United States,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
36503,36504,QA Engineer,Romania,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36504,36505,Full-Stack Developer,United States,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
36507,36508,Back-End Developer,Ukraine,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
36508,36509,Mobile App Developer,United States,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
36510,36511,Full-Stack Developer,Venezuela,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36512,36513,Software Engineer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36513,36514,Back-End Developer,Bulgaria,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36514,36515,Academic Researcher,Nepal,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,
36515,36516,Full-Stack Developer,United States,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
36516,36517,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36517,36518,Others,Afghanistan,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36518,36519,Data Engineer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36519,36520,Project Manager,France,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
36520,36521,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36521,36522,Back-End Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36522,36523,Back-End Developer,United States,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,1.0,,,,1.0,,
36523,36524,Back-End Developer,Spain,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
36524,36525,Back-End Developer,Ukraine,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36525,36526,ML Engineer,Cyprus,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36527,36528,Back-End Developer,Bolivia,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
36529,36530,Academic Researcher,United States,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
36531,36532,Data Science/ML,United States,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36534,36535,Back-End Developer,India,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36537,36538,DevOps Engineer,Ukraine,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
36538,36539,Others,Belarus,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
36539,36540,Others,France,,,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,1.0
36541,36542,Software Engineer,Mexico,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
36542,36543,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36543,36544,Software Engineer,India,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
36544,36545,Full-Stack Developer,United States,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
36545,36546,Software Engineer,Sweden,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36549,36550,Back-End Developer,United States,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
36550,36551,Full-Stack Developer,Poland,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,
36551,36552,Full-Stack Developer,Italy,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,
36552,36553,Full-Stack Developer,United States,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
36557,36558,Software Engineer,Spain,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36559,36560,Back-End Developer,Brazil,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36560,36561,Full-Stack Developer,United States,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,1.0,,,,
36561,36562,Full-Stack Developer,India,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
36562,36563,Full-Stack Developer,United States,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
36563,36564,Back-End Developer,Pakistan,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
36564,36565,Data Engineer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36565,36566,Back-End Developer,Brazil,1.0,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,
36566,36567,Academic Researcher,United States,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
36567,36568,Full-Stack Developer,Bolivia,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
36568,36569,Cyber Security,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36569,36570,Academic Researcher,Poland,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36571,36572,Full-Stack Developer,Finland,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
36575,36576,Full-Stack Developer,Netherlands,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
36576,36577,Back-End Developer,United Kingdom,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
36578,36579,Full-Stack Developer,Serbia,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
36582,36583,Professional Researcher,United Kingdom,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36584,36585,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36586,36587,Back-End Developer,Sweden,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36587,36588,Others,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36588,36589,Full-Stack Developer,Peru,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,
36589,36590,Back-End Developer,Ukraine,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
36590,36591,Full-Stack Developer,Greece,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
36593,36594,ML Engineer,Belgium,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36595,36596,Back-End Developer,United States,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
36596,36597,QA Engineer,Ukraine,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
36597,36598,Others,United States,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
36598,36599,Academic Researcher,Brazil,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
36599,36600,Full-Stack Developer,Ukraine,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36600,36601,Others,United States,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
36601,36602,Project Manager,United Kingdom,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
36602,36603,Others,Germany,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36603,36604,Full-Stack Developer,Sweden,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36606,36607,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36607,36608,Full-Stack Developer,Canada,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
36608,36609,Full-Stack Developer,United Kingdom,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
36609,36610,Mobile App Developer,United States,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
36610,36611,Full-Stack Developer,Brazil,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36612,36613,Project Manager,Australia,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
36613,36614,Back-End Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36614,36615,System Administrator,United States,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36616,36617,Full-Stack Developer,United States,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
36617,36618,Full-Stack Developer,United Kingdom,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
36618,36619,Full-Stack Developer,United States,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
36621,36622,Mobile App Developer,Mexico,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
36622,36623,Back-End Developer,Brazil,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36623,36624,Back-End Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36624,36625,Blockchain Developer,Ukraine,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,
36626,36627,Academic Researcher,Sweden,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
36627,36628,Full-Stack Developer,Israel,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
36629,36630,Full-Stack Developer,United States,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
36630,36631,Full-Stack Developer,Netherlands,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
36631,36632,ML Engineer,Germany,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
36633,36634,Full-Stack Developer,United States,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
36635,36636,Academic Researcher,Poland,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
36636,36637,Full-Stack Developer,Colombia,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
36637,36638,Data Engineer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36639,36640,Full-Stack Developer,Germany,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36640,36641,Back-End Developer,South Africa,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36641,36642,Full-Stack Developer,United Kingdom,1.0,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,
36642,36643,Back-End Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36643,36644,Databases Administrator,Norway,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
36644,36645,Others,Hungary,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36645,36646,Full-Stack Developer,United States,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36646,36647,Full-Stack Developer,Andorra,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
36647,36648,Back-End Developer,United States,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
36648,36649,Back-End Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36649,36650,Back-End Developer,United States,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36650,36651,Front-End Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36651,36652,Back-End Developer,Morocco,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,
36652,36653,Front-End Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36653,36654,Full-Stack Developer,Mexico,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,
36654,36655,Full-Stack Developer,United States,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
36657,36658,Academic Researcher,United States,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
36658,36659,Front-End Developer,Germany,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36660,36661,Software Engineer,United States,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
36663,36664,Project Manager,Germany,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
36664,36665,Databases Administrator,Germany,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
36666,36667,Full-Stack Developer,United States,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
36667,36668,Project Manager,Spain,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
36668,36669,Hardware Engineer,Czech Republic,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36669,36670,Academic Researcher,Spain,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
36671,36672,Back-End Developer,Argentina,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
36672,36673,Full-Stack Developer,United States,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,
36676,36677,Data Engineer,Belgium,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
36678,36679,Front-End Developer,Brazil,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
36679,36680,Data Analyst,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36680,36681,Data Engineer,United States,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36681,36682,Academic Researcher,Poland,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36682,36683,Project Manager,Norway,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36683,36684,Full-Stack Developer,New Zealand,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,
36684,36685,Data Analyst,United States,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
36685,36686,Full-Stack Developer,United States,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
36686,36687,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36687,36688,Full-Stack Developer,Belgium,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
36688,36689,Back-End Developer,United States,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36689,36690,Academic Researcher,Brazil,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
36690,36691,Game Developer,Iran,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
36691,36692,Others,United States,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
36693,36694,Back-End Developer,Sri Lanka,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,
36694,36695,Academic Researcher,India,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,
36696,36697,Data Engineer,United States,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
36700,36701,Back-End Developer,Italy,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
36703,36704,Software Engineer,United States,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
36705,36706,Full-Stack Developer,India,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
36706,36707,Back-End Developer,United States,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
36708,36709,DevOps Engineer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36711,36712,Back-End Developer,United States,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
36712,36713,Full-Stack Developer,Canada,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36713,36714,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36714,36715,System Administrator,Syria,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
36715,36716,DevOps Engineer,Canada,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
36716,36717,Back-End Developer,Canada,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36717,36718,Front-End Developer,Denmark,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
36718,36719,Hardware Engineer,Switzerland,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
36719,36720,Mobile App Developer,Bulgaria,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
36720,36721,Full-Stack Developer,Germany,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36722,36723,Software Engineer,Algeria,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,
36723,36724,Academic Researcher,Ukraine,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
36724,36725,Academic Researcher,Canada,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
36727,36728,Full-Stack Developer,Syria,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
36728,36729,Back-End Developer,France,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
36730,36731,Others,Slovenia,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
36731,36732,Full-Stack Developer,Canada,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
36733,36734,Back-End Developer,Norway,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
36734,36735,Full-Stack Developer,United Kingdom,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36736,36737,Full-Stack Developer,United Kingdom,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
36739,36740,Back-End Developer,Spain,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
36740,36741,Data Engineer,United Kingdom,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36741,36742,Data Science/ML,Sweden,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
36744,36745,Professional Researcher,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36746,36747,Front-End Developer,Bosnia & Herzegovina,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
36747,36748,Academic Researcher,Germany,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
36749,36750,Full-Stack Developer,Honduras,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
